"Date","season","holiday","hr","workingday","weather","atemp","humidity","windspeed","Count","Day_Time"
"2011-11-26","spring","Not holiday","11","Workday","Light Snow","23.485",82,"11.0014",36,"Work time"
"2011-11-26","spring","Not holiday","12","Workday","Clear","23.485",82,"16.9979",184,"Work time"
"2011-11-26","spring","Not holiday","13","Workday","Clear","23.485",77,"19.9995",569,"Work time"
"2011-11-26","spring","Not holiday","14","Workday","Mist","23.485",77,"15.0013",710,"Work time"
"2011-11-26","spring","Not holiday","15","Workday","Mist","25",72,"16.9979",335,"Work time"
"2011-11-26","spring","Not holiday","16","Workday","Mist","25",63,"19.9995",176,"Work time"
"2011-11-26","spring","Not holiday","17","Workday","Mist","26.515",56,"12.998",227,"After work time"
"2011-11-26","spring","Not holiday","18","Workday","Mist","25.76",56,"15.0013",247,"After work time"
"2011-11-26","spring","Not holiday","19","Workday","Mist","31.06",46,"11.0014",267,"After work time"
"2011-11-26","spring","Not holiday","20","Workday","Mist","27.275",46,"11.0014",276,"After work time"
"2011-11-26","spring","Not holiday","21","Workday","Mist","27.275",46,"8.9981",272,"After work time"
"2011-11-26","spring","Not holiday","22","Workday","Clear","31.06",43,"12.998",473,"After work time"
"2011-11-26","spring","Not holiday","23","Workday","Clear","31.06",43,"0",850,"After work time"
"2011-11-27","spring","Not holiday","0","Workday","Clear","31.06",43,"12.998",790,"Sleep time"
"2011-11-27","spring","Not holiday","1","Workday","Clear","27.275",46,"16.9979",513,"Sleep time"
"2011-11-27","spring","Not holiday","2","Workday","Clear","26.515",49,"15.0013",415,"Sleep time"
"2011-11-27","spring","Not holiday","3","Workday","Clear","25.76",56,"11.0014",283,"Sleep time"
"2011-11-27","spring","Not holiday","4","Workday","Clear","26.515",52,"7.0015",193,"Sleep time"
"2011-11-27","spring","Not holiday","5","Workday","Clear","25.76",56,"6.0032",113,"Sleep time"
"2011-11-27","spring","Not holiday","6","Workday","Clear","25",59,"6.0032",49,"Sleep time"
"2011-11-27","spring","Not holiday","7","Workday","Clear","25",68,"0",27,"Work time"
"2011-11-27","spring","Not holiday","8","Workday","Clear","24.24",68,"0",11,"Work time"
"2011-11-27","spring","Not holiday","9","Workday","Clear","22.725",82,"0",8,"Work time"
"2011-11-27","spring","Not holiday","10","Workday","Clear","22.725",82,"7.0015",10,"Work time"
"2011-11-27","spring","Not holiday","11","Workday","Clear","23.485",77,"0",38,"Work time"
"2011-11-27","spring","Not holiday","12","Workday","Clear","23.485",77,"0",172,"Work time"
"2011-11-27","spring","Not holiday","13","Workday","Clear","24.24",72,"0",547,"Work time"
"2011-11-27","spring","Not holiday","14","Workday","Clear","25.76",68,"0",668,"Work time"
"2011-11-27","spring","Not holiday","15","Workday","Clear","26.515",60,"6.0032",303,"Work time"
"2011-11-27","spring","Not holiday","16","Workday","Clear","31.06",46,"6.0032",203,"Work time"
"2011-11-27","spring","Not holiday","17","Workday","Clear","31.06",43,"6.0032",226,"After work time"
"2011-11-27","spring","Not holiday","18","Workday","Clear","31.06",38,"0",315,"After work time"
"2011-11-27","spring","Not holiday","19","Workday","Clear","31.06",41,"6.0032",303,"After work time"
"2011-11-27","spring","Not holiday","20","Workday","Clear","31.06",38,"0",302,"After work time"
"2011-11-27","spring","Not holiday","21","Workday","Clear","31.06",38,"0",300,"After work time"
"2011-11-27","spring","Not holiday","22","Workday","Clear","31.06",41,"8.9981",452,"After work time"
"2011-11-27","spring","Not holiday","23","Workday","Clear","31.06",43,"8.9981",724,"After work time"
"2011-11-28","spring","Not holiday","0","Workday","Light Snow","31.06",53,"12.998",782,"Sleep time"
"2011-11-28","spring","Not holiday","1","Workday","Clear","26.515",73,"19.9995",538,"Sleep time"
"2011-11-28","spring","Not holiday","3","Workday","Clear","25.76",73,"19.0012",408,"Sleep time"
"2011-11-28","spring","Not holiday","4","Workday","Clear","25.76",73,"11.0014",298,"Sleep time"
"2011-11-28","spring","Not holiday","5","Workday","Clear","25",77,"6.0032",248,"Sleep time"
"2011-11-28","spring","Not holiday","6","Workday","Clear","25",77,"0",123,"Sleep time"
"2011-11-28","spring","Not holiday","7","Workday","Clear","25",77,"8.9981",59,"Work time"
"2011-11-28","spring","Not holiday","8","Workday","Clear","25",77,"11.0014",22,"Work time"
"2011-11-28","spring","Not holiday","9","Workday","Clear","25",77,"6.0032",12,"Work time"
"2011-11-28","spring","Not holiday","10","Workday","Clear","24.24",77,"7.0015",5,"Work time"
"2011-11-28","spring","Not holiday","11","Workday","Clear","22.725",88,"7.0015",6,"Work time"
"2011-11-28","spring","Not holiday","12","Workday","Clear","23.485",82,"6.0032",34,"Work time"
"2011-11-28","spring","Not holiday","13","Workday","Clear","22.725",88,"7.0015",170,"Work time"
"2011-11-28","spring","Not holiday","14","Workday","Clear","24.24",82,"11.0014",526,"Work time"
"2011-11-28","spring","Not holiday","15","Workday","Clear","25",77,"0",681,"Work time"
"2011-11-28","spring","Not holiday","16","Workday","Clear","27.275",68,"0",337,"Work time"
"2011-11-28","spring","Not holiday","17","Workday","Clear","30.305",64,"6.0032",210,"After work time"
"2011-11-28","spring","Not holiday","18","Workday","Clear","31.06",47,"15.0013",237,"After work time"
"2011-11-28","spring","Not holiday","19","Workday","Clear","31.82",42,"0",336,"After work time"
"2011-11-28","spring","Not holiday","20","Workday","Clear","31.82",37,"19.0012",315,"After work time"
"2011-11-28","spring","Not holiday","21","Workday","Clear","32.575",37,"16.9979",265,"After work time"
"2011-11-28","spring","Not holiday","22","Workday","Clear","32.575",30,"0",333,"After work time"
"2011-11-28","spring","Not holiday","23","Workday","Clear","32.575",34,"15.0013",466,"After work time"
"2011-11-29","spring","Not holiday","0","Workday","Clear","32.575",34,"16.9979",869,"Sleep time"
"2011-11-29","spring","Not holiday","1","Workday","Clear","31.82",34,"19.0012",813,"Sleep time"
"2011-11-29","spring","Not holiday","2","Workday","Clear","31.82",34,"19.0012",602,"Sleep time"
"2011-11-29","spring","Not holiday","3","Workday","Clear","31.06",36,"19.9995",478,"Sleep time"
"2011-11-29","spring","Not holiday","4","Workday","Clear","31.06",41,"22.0028",313,"Sleep time"
"2011-11-29","spring","Not holiday","5","Workday","Clear","31.06",46,"11.0014",228,"Sleep time"
"2011-11-29","spring","Not holiday","6","Workday","Clear","26.515",52,"8.9981",177,"Sleep time"
"2011-11-29","spring","Not holiday","7","Workday","Clear","26.515",56,"11.0014",77,"Work time"
"2011-11-29","spring","Not holiday","8","Workday","Clear","26.515",56,"11.0014",29,"Work time"
"2011-11-29","spring","Not holiday","9","Workday","Clear","26.515",56,"0",19,"Work time"
"2011-11-29","spring","Not holiday","10","Workday","Clear","25.76",60,"6.0032",8,"Work time"
"2011-11-29","spring","Not holiday","11","Workday","Clear","25",63,"0",10,"Work time"
"2011-11-29","spring","Not holiday","12","Workday","Clear","24.24",72,"7.0015",29,"Work time"
"2011-11-29","spring","Not holiday","13","Workday","Clear","25",68,"6.0032",139,"Work time"
"2011-11-29","spring","Not holiday","14","Workday","Clear","25",72,"7.0015",428,"Work time"
"2011-11-29","spring","Not holiday","15","Workday","Clear","27.275",60,"6.0032",700,"Work time"
"2011-11-29","spring","Not holiday","16","Workday","Clear","31.06",53,"11.0014",382,"Work time"
"2011-11-29","spring","Not holiday","17","Workday","Clear","31.06",47,"16.9979",249,"After work time"
"2011-11-29","spring","Not holiday","18","Workday","Clear","31.82",42,"16.9979",264,"After work time"
"2011-11-29","spring","Not holiday","19","Workday","Clear","32.575",39,"22.0028",369,"After work time"
"2011-11-29","spring","Not holiday","20","Workday","Clear","32.575",37,"16.9979",416,"After work time"
"2011-11-29","spring","Not holiday","21","Workday","Clear","33.335",31,"26.0027",373,"After work time"
"2011-11-29","spring","Not holiday","22","Workday","Clear","33.335",29,"19.0012",397,"After work time"
"2011-11-29","spring","Not holiday","23","Workday","Clear","33.335",29,"19.9995",523,"After work time"
"2011-11-30","spring","Not holiday","0","Workday","Clear","33.335",29,"12.998",793,"Sleep time"
"2011-11-30","spring","Not holiday","1","Workday","Clear","33.335",27,"15.0013",723,"Sleep time"
"2011-11-30","spring","Not holiday","2","Workday","Clear","32.575",30,"15.0013",555,"Sleep time"
"2011-11-30","spring","Not holiday","3","Workday","Clear","32.575",32,"8.9981",408,"Sleep time"
"2011-11-30","spring","Not holiday","4","Workday","Clear","31.82",37,"8.9981",339,"Sleep time"
"2011-11-30","spring","Not holiday","5","Workday","Clear","31.82",41,"7.0015",291,"Sleep time"
"2011-11-30","spring","Not holiday","6","Workday","Clear","31.06",57,"11.0014",215,"Sleep time"
"2011-11-30","spring","Not holiday","7","Not workday","Clear","31.06",53,"7.0015",206,"Work time"
"2011-11-30","spring","Not holiday","8","Not workday","Clear","31.06",53,"6.0032",123,"Work time"
"2011-11-30","spring","Not holiday","9","Not workday","Clear","31.06",50,"15.0013",89,"Work time"
"2011-11-30","spring","Not holiday","10","Not workday","Clear","31.06",57,"0",40,"Work time"
"2011-11-30","spring","Not holiday","11","Not workday","Clear","31.06",57,"0",8,"Work time"
"2011-11-30","spring","Not holiday","12","Not workday","Clear","31.06",56,"7.0015",19,"Work time"
"2011-11-30","spring","Not holiday","13","Not workday","Clear","26.515",64,"7.0015",80,"Work time"
"2011-11-30","spring","Not holiday","14","Not workday","Clear","27.275",64,"7.0015",87,"Work time"
"2011-11-30","spring","Not holiday","15","Not workday","Clear","30.305",61,"7.0015",244,"Work time"
"2011-11-30","spring","Not holiday","16","Not workday","Clear","31.06",57,"11.0014",340,"Work time"
"2011-11-30","spring","Not holiday","17","Not workday","Clear","32.575",51,"7.0015",466,"After work time"
"2011-11-30","spring","Not holiday","18","Not workday","Clear","33.335",35,"0",569,"After work time"
"2011-11-30","spring","Not holiday","19","Not workday","Clear","34.85",29,"16.9979",531,"After work time"
"2011-11-30","spring","Not holiday","20","Not workday","Clear","34.85",24,"19.0012",585,"After work time"
"2011-11-30","spring","Not holiday","21","Not workday","Clear","34.85",23,"12.998",593,"After work time"
"2011-11-30","spring","Not holiday","22","Not workday","Clear","35.605",20,"19.9995",555,"After work time"
"2011-11-30","spring","Not holiday","23","Not workday","Clear","34.85",24,"12.998",534,"After work time"
"2011-12-01","spring","Not holiday","0","Not workday","Clear","35.605",24,"0",495,"Sleep time"
"2011-12-01","spring","Not holiday","1","Not workday","Clear","34.85",24,"15.0013",451,"Sleep time"
"2011-12-01","spring","Not holiday","2","Not workday","Clear","34.85",29,"11.0014",360,"Sleep time"
"2011-12-01","spring","Not holiday","3","Not workday","Clear","33.335",35,"15.0013",363,"Sleep time"
"2011-12-01","spring","Not holiday","4","Not workday","Clear","32.575",40,"12.998",316,"Sleep time"
"2011-12-01","spring","Not holiday","5","Not workday","Clear","32.575",58,"11.0014",214,"Sleep time"
"2011-12-01","spring","Not holiday","6","Not workday","Clear","31.82",61,"11.0014",230,"Sleep time"
"2011-12-01","spring","Not holiday","7","Not workday","Clear","31.06",69,"7.0015",158,"Work time"
"2011-12-01","spring","Not holiday","8","Not workday","Clear","30.305",73,"8.9981",116,"Work time"
"2011-12-01","spring","Not holiday","9","Not workday","Clear","30.305",69,"8.9981",73,"Work time"
"2011-12-01","spring","Not holiday","10","Not workday","Clear","30.305",73,"7.0015",29,"Work time"
"2011-12-01","spring","Not holiday","11","Not workday","Clear","29.545",78,"6.0032",10,"Work time"
"2011-12-01","spring","Not holiday","12","Not workday","Clear","30.305",69,"6.0032",13,"Work time"
"2011-12-01","spring","Not holiday","13","Not workday","Clear","29.545",73,"0",30,"Work time"
"2011-12-01","spring","Not holiday","14","Not workday","Clear","28.79",78,"7.0015",62,"Work time"
"2011-12-01","spring","Not holiday","15","Not workday","Clear","30.305",73,"6.0032",181,"Work time"
"2011-12-01","spring","Not holiday","16","Not workday","Clear","32.575",58,"0",266,"Work time"
"2011-12-01","spring","Not holiday","17","Not workday","Clear","34.09",40,"7.0015",413,"After work time"
"2011-12-01","spring","Not holiday","18","Not workday","Clear","34.09",45,"6.0032",499,"After work time"
"2011-12-01","spring","Not holiday","19","Not workday","Clear","35.605",30,"0",502,"After work time"
"2011-12-01","spring","Not holiday","20","Not workday","Clear","36.365",28,"8.9981",492,"After work time"
"2011-12-01","spring","Not holiday","21","Not workday","Clear","36.365",30,"8.9981",500,"After work time"
"2011-12-01","spring","Not holiday","22","Not workday","Clear","36.365",30,"15.0013",475,"After work time"
"2011-12-01","spring","Not holiday","23","Not workday","Clear","37.12",36,"19.0012",508,"After work time"
"2011-12-02","spring","Not holiday","0","Not workday","Clear","37.12",41,"19.0012",521,"Sleep time"
"2011-12-02","spring","Not holiday","1","Not workday","Clear","36.365",38,"15.0013",490,"Sleep time"
"2011-12-02","spring","Not holiday","2","Not workday","Clear","35.605",28,"19.0012",375,"Sleep time"
"2011-12-02","spring","Not holiday","3","Not workday","Clear","34.09",48,"11.0014",363,"Sleep time"
"2011-12-02","spring","Not holiday","4","Not workday","Clear","34.09",62,"11.0014",253,"Sleep time"
"2011-12-02","spring","Not holiday","5","Not workday","Clear","32.575",65,"11.0014",159,"Sleep time"
"2011-12-02","spring","Not holiday","6","Not workday","Clear","33.335",58,"7.0015",110,"Sleep time"
"2011-12-02","spring","Not holiday","7","Workday","Clear","32.575",65,"7.0015",41,"Work time"
"2011-12-02","spring","Not holiday","8","Workday","Clear","31.06",74,"11.0014",24,"Work time"
"2011-12-02","spring","Not holiday","9","Workday","Clear","31.06",74,"7.0015",17,"Work time"
"2011-12-02","spring","Not holiday","10","Workday","Clear","29.545",78,"7.0015",6,"Work time"
"2011-12-02","spring","Not holiday","11","Workday","Clear","29.545",78,"8.9981",7,"Work time"
"2011-12-02","spring","Not holiday","12","Workday","Clear","29.545",78,"8.9981",37,"Work time"
"2011-12-02","spring","Not holiday","13","Workday","Clear","28.79",83,"7.0015",144,"Work time"
"2011-12-02","spring","Not holiday","14","Workday","Clear","29.545",78,"7.0015",503,"Work time"
"2011-12-02","spring","Not holiday","15","Workday","Clear","31.06",74,"8.9981",651,"Work time"
"2011-12-02","spring","Not holiday","16","Workday","Clear","32.575",65,"8.9981",316,"Work time"
"2011-12-02","spring","Not holiday","17","Workday","Clear","34.09",62,"11.0014",147,"After work time"
"2011-12-02","spring","Not holiday","18","Workday","Mist","34.09",48,"15.0013",202,"After work time"
"2011-12-02","spring","Not holiday","19","Workday","Mist","36.365",43,"12.998",261,"After work time"
"2011-12-02","spring","Not holiday","20","Workday","Mist","35.605",41,"19.9995",248,"After work time"
"2011-12-02","spring","Not holiday","21","Workday","Mist","36.365",34,"19.0012",259,"After work time"
"2011-12-02","spring","Not holiday","22","Workday","Clear","35.605",41,"23.9994",259,"After work time"
"2011-12-02","spring","Not holiday","23","Workday","Mist","35.605",41,"27.9993",427,"After work time"
"2011-12-03","spring","Not holiday","0","Workday","Mist","35.605",41,"23.9994",800,"Sleep time"
"2011-12-03","spring","Not holiday","1","Workday","Mist","36.365",43,"19.9995",831,"Sleep time"
"2011-12-03","spring","Not holiday","2","Workday","Mist","34.09",48,"22.0028",596,"Sleep time"
"2011-12-03","spring","Not holiday","3","Workday","Mist","33.335",48,"15.0013",394,"Sleep time"
"2011-12-03","spring","Not holiday","4","Workday","Mist","33.335",58,"12.998",250,"Sleep time"
"2011-12-03","spring","Not holiday","5","Workday","Mist","33.335",58,"12.998",164,"Sleep time"
"2011-12-03","spring","Not holiday","6","Workday","Mist","32.575",58,"15.0013",80,"Sleep time"
"2011-12-03","spring","Not holiday","7","Workday","Mist","32.575",58,"15.0013",28,"Work time"
"2011-12-03","spring","Not holiday","8","Workday","Mist","31.82",65,"11.0014",16,"Work time"
"2011-12-03","spring","Not holiday","9","Workday","Mist","31.82",65,"12.998",6,"Work time"
"2011-12-03","spring","Not holiday","10","Workday","Mist","31.06",69,"16.9979",12,"Work time"
"2011-12-03","spring","Not holiday","11","Workday","Light Snow","27.275",88,"11.0014",4,"Work time"
"2011-12-03","spring","Not holiday","12","Workday","Light Snow","27.275",88,"8.9981",29,"Work time"
"2011-12-03","spring","Not holiday","13","Workday","Mist","27.275",88,"8.9981",136,"Work time"
"2011-12-03","spring","Not holiday","14","Workday","Light Snow","28.03",88,"16.9979",303,"Work time"
"2011-12-03","spring","Not holiday","15","Workday","Mist","28.03",88,"15.0013",613,"Work time"
"2011-12-03","spring","Not holiday","16","Workday","Mist","28.79",89,"19.0012",285,"Work time"
"2011-12-03","spring","Not holiday","17","Workday","Light Snow","28.79",89,"19.0012",125,"After work time"
"2011-12-03","spring","Not holiday","18","Workday","Light Snow","30.305",83,"23.9994",65,"After work time"
"2011-12-03","spring","Not holiday","19","Workday","Light Snow","30.305",83,"16.9979",95,"After work time"
"2011-12-03","spring","Not holiday","20","Workday","Light Snow","30.305",83,"12.998",59,"After work time"
"2011-12-03","spring","Not holiday","21","Workday","Light Snow","28.79",89,"16.9979",60,"After work time"
"2011-12-03","spring","Not holiday","22","Workday","Light Snow","29.545",89,"12.998",116,"After work time"
"2011-12-03","spring","Not holiday","23","Workday","Mist","29.545",89,"19.0012",239,"After work time"
"2011-12-04","spring","Not holiday","0","Workday","Mist","29.545",89,"19.0012",681,"Sleep time"
"2011-12-04","spring","Not holiday","1","Workday","Clear","31.82",83,"12.998",653,"Sleep time"
"2011-12-04","spring","Not holiday","2","Workday","Clear","31.82",83,"12.998",491,"Sleep time"
"2011-12-04","spring","Not holiday","3","Workday","Clear","31.82",83,"12.998",386,"Sleep time"
"2011-12-04","spring","Not holiday","4","Workday","Clear","31.82",83,"7.0015",274,"Sleep time"
"2011-12-04","spring","Not holiday","5","Workday","Clear","29.545",94,"7.0015",207,"Sleep time"
"2011-12-04","spring","Not holiday","6","Workday","Light Snow","29.545",94,"15.0013",89,"Sleep time"
"2011-12-04","spring","Not holiday","7","Workday","Mist","29.545",94,"12.998",34,"Work time"
"2011-12-04","spring","Not holiday","8","Workday","Clear","29.545",78,"0",28,"Work time"
"2011-12-04","spring","Not holiday","9","Workday","Clear","28.79",83,"8.9981",4,"Work time"
"2011-12-04","spring","Not holiday","10","Workday","Clear","28.79",83,"12.998",8,"Work time"
"2011-12-04","spring","Not holiday","11","Workday","Clear","28.03",83,"8.9981",10,"Work time"
"2011-12-04","spring","Not holiday","12","Workday","Clear","28.03",83,"12.998",40,"Work time"
"2011-12-04","spring","Not holiday","13","Workday","Clear","28.03",83,"15.0013",194,"Work time"
"2011-12-04","spring","Not holiday","14","Workday","Clear","28.03",83,"19.9995",505,"Work time"
"2011-12-04","spring","Not holiday","15","Workday","Mist","29.545",73,"35.0008",713,"Work time"
"2011-12-04","spring","Not holiday","16","Workday","Mist","30.305",69,"39.0007",352,"Work time"
"2011-12-04","spring","Not holiday","17","Workday","Mist","30.305",65,"27.9993",198,"After work time"
"2011-12-04","spring","Not holiday","18","Workday","Mist","31.06",54,"30.0026",246,"After work time"
"2011-12-04","spring","Not holiday","19","Workday","Mist","31.82",44,"27.9993",334,"After work time"
"2011-12-04","spring","Not holiday","20","Workday","Mist","31.82",45,"26.0027",255,"After work time"
"2011-12-04","spring","Not holiday","21","Workday","Mist","32.575",37,"27.9993",320,"After work time"
"2011-12-04","spring","Not holiday","22","Workday","Clear","32.575",32,"32.9975",281,"After work time"
"2011-12-04","spring","Not holiday","23","Workday","Clear","32.575",30,"32.9975",392,"After work time"
"2011-12-05","spring","Not holiday","0","Workday","Clear","32.575",32,"32.9975",857,"Sleep time"
"2011-12-05","spring","Not holiday","1","Workday","Clear","32.575",32,"30.0026",744,"Sleep time"
"2011-12-05","spring","Not holiday","2","Workday","Clear","31.82",34,"26.0027",671,"Sleep time"
"2011-12-05","spring","Not holiday","3","Workday","Clear","31.82",36,"27.9993",448,"Sleep time"
"2011-12-05","spring","Not holiday","4","Workday","Clear","31.06",44,"23.9994",396,"Sleep time"
"2011-12-05","spring","Not holiday","5","Workday","Clear","31.06",50,"19.9995",238,"Sleep time"
"2011-12-05","spring","Not holiday","6","Workday","Clear","31.06",50,"19.0012",153,"Sleep time"
"2011-12-05","spring","Not holiday","7","Workday","Clear","31.06",53,"19.9995",48,"Work time"
"2011-12-05","spring","Not holiday","8","Workday","Clear","31.06",56,"15.0013",21,"Work time"
"2011-12-05","spring","Not holiday","9","Workday","Mist","31.06",53,"16.9979",9,"Work time"
"2011-12-05","spring","Not holiday","10","Workday","Mist","31.06",53,"19.0012",5,"Work time"
"2011-12-05","spring","Not holiday","11","Workday","Mist","31.06",56,"16.9979",6,"Work time"
"2011-12-05","spring","Not holiday","12","Workday","Mist","31.06",56,"16.9979",40,"Work time"
"2011-12-05","spring","Not holiday","13","Workday","Clear","27.275",60,"19.0012",181,"Work time"
"2011-12-05","spring","Not holiday","14","Workday","Clear","30.305",60,"19.0012",506,"Work time"
"2011-12-05","spring","Not holiday","15","Workday","Clear","30.305",64,"22.0028",719,"Work time"
"2011-12-05","spring","Not holiday","16","Workday","Clear","30.305",61,"15.0013",357,"Work time"
"2011-12-05","spring","Not holiday","17","Workday","Clear","30.305",65,"27.9993",179,"After work time"
"2011-12-05","spring","Not holiday","18","Workday","Clear","31.06",57,"16.9979",228,"After work time"
"2011-12-05","spring","Not holiday","19","Workday","Mist","31.06",61,"15.0013",265,"After work time"
"2011-12-05","spring","Not holiday","20","Workday","Clear","31.82",57,"11.0014",284,"After work time"
"2011-12-05","spring","Not holiday","21","Workday","Clear","32.575",54,"19.0012",298,"After work time"
"2011-12-05","spring","Not holiday","22","Workday","Clear","33.335",48,"19.9995",324,"After work time"
"2011-12-05","spring","Not holiday","23","Workday","Clear","33.335",51,"19.0012",438,"After work time"
"2011-12-06","spring","Not holiday","0","Workday","Clear","33.335",48,"15.0013",867,"Sleep time"
"2011-12-06","spring","Not holiday","1","Workday","Clear","33.335",42,"12.998",823,"Sleep time"
"2011-12-06","spring","Not holiday","2","Workday","Clear","32.575",48,"16.9979",579,"Sleep time"
"2011-12-06","spring","Not holiday","3","Workday","Clear","31.06",65,"16.9979",435,"Sleep time"
"2011-12-06","spring","Not holiday","4","Workday","Clear","30.305",65,"11.0014",337,"Sleep time"
"2011-12-06","spring","Not holiday","5","Workday","Mist","30.305",65,"15.0013",242,"Sleep time"
"2011-12-06","spring","Not holiday","6","Workday","Mist","30.305",69,"11.0014",172,"Sleep time"
"2011-12-06","spring","Not holiday","7","Workday","Clear","29.545",73,"11.0014",94,"Work time"
"2011-12-06","spring","Not holiday","8","Workday","Clear","27.275",78,"12.998",51,"Work time"
"2011-12-06","spring","Not holiday","9","Workday","Clear","26.515",83,"7.0015",15,"Work time"
"2011-12-06","spring","Not holiday","10","Workday","Clear","26.515",83,"11.0014",5,"Work time"
"2011-12-06","spring","Not holiday","11","Workday","Clear","26.515",83,"11.0014",14,"Work time"
"2011-12-06","spring","Not holiday","12","Workday","Clear","25.76",88,"7.0015",33,"Work time"
"2011-12-06","spring","Not holiday","13","Workday","Clear","25.76",83,"8.9981",151,"Work time"
"2011-12-06","spring","Not holiday","14","Workday","Clear","26.515",83,"11.0014",430,"Work time"
"2011-12-06","spring","Not holiday","15","Workday","Clear","29.545",69,"11.0014",653,"Work time"
"2011-12-06","spring","Not holiday","16","Workday","Clear","30.305",65,"11.0014",366,"Work time"
"2011-12-06","spring","Not holiday","17","Workday","Clear","31.06",57,"11.0014",216,"After work time"
"2011-12-06","spring","Not holiday","18","Workday","Clear","31.06",50,"12.998",286,"After work time"
"2011-12-06","spring","Not holiday","19","Workday","Clear","31.82",45,"11.0014",403,"After work time"
"2011-12-06","spring","Not holiday","20","Workday","Clear","31.82",42,"16.9979",393,"After work time"
"2011-12-06","spring","Not holiday","21","Workday","Clear","32.575",39,"12.998",376,"After work time"
"2011-12-06","spring","Not holiday","22","Workday","Clear","32.575",39,"12.998",377,"After work time"
"2011-12-06","spring","Not holiday","23","Workday","Clear","32.575",37,"12.998",558,"After work time"
"2011-12-07","spring","Not holiday","0","Workday","Clear","32.575",37,"19.0012",823,"Sleep time"
"2011-12-07","spring","Not holiday","1","Workday","Clear","32.575",39,"15.0013",693,"Sleep time"
"2011-12-07","spring","Not holiday","2","Workday","Clear","31.82",42,"11.0014",467,"Sleep time"
"2011-12-07","spring","Not holiday","3","Workday","Clear","31.82",44,"12.998",385,"Sleep time"
"2011-12-07","spring","Not holiday","4","Workday","Clear","31.06",50,"7.0015",333,"Sleep time"
"2011-12-07","spring","Not holiday","5","Workday","Clear","31.06",53,"8.9981",321,"Sleep time"
"2011-12-07","spring","Not holiday","6","Workday","Clear","31.06",53,"16.9979",222,"Sleep time"
"2011-12-07","spring","Not holiday","7","Not workday","Clear","27.275",56,"8.9981",137,"Work time"
"2011-12-07","spring","Not holiday","8","Not workday","Clear","26.515",56,"0",95,"Work time"
"2011-12-07","spring","Not holiday","9","Not workday","Clear","27.275",53,"0",67,"Work time"
"2011-12-07","spring","Not holiday","10","Not workday","Clear","26.515",60,"6.0032",27,"Work time"
"2011-12-07","spring","Not holiday","11","Not workday","Clear","25.76",68,"8.9981",8,"Work time"
"2011-12-07","spring","Not holiday","12","Not workday","Clear","25.76",68,"7.0015",23,"Work time"
"2011-12-07","spring","Not holiday","13","Not workday","Clear","25.76",68,"12.998",47,"Work time"
"2011-12-07","spring","Not holiday","14","Not workday","Clear","25.76",68,"12.998",78,"Work time"
"2011-12-07","spring","Not holiday","15","Not workday","Clear","27.275",64,"11.0014",204,"Work time"
"2011-12-07","spring","Not holiday","16","Not workday","Clear","30.305",60,"6.0032",367,"Work time"
"2011-12-07","spring","Not holiday","17","Not workday","Clear","31.06",47,"12.998",435,"After work time"
"2011-12-07","spring","Not holiday","18","Not workday","Clear","31.06",39,"11.0014",566,"After work time"
"2011-12-07","spring","Not holiday","19","Not workday","Clear","31.82",41,"7.0015",603,"After work time"
"2011-12-07","spring","Not holiday","20","Not workday","Clear","32.575",34,"11.0014",617,"After work time"
"2011-12-07","spring","Not holiday","21","Not workday","Clear","32.575",37,"15.0013",573,"After work time"
"2011-12-07","spring","Not holiday","22","Not workday","Clear","32.575",35,"16.9979",583,"After work time"
"2011-12-07","spring","Not holiday","23","Not workday","Mist","32.575",37,"7.0015",542,"After work time"
"2011-12-08","spring","Not holiday","0","Not workday","Mist","32.575",37,"16.9979",593,"Sleep time"
"2011-12-08","spring","Not holiday","1","Not workday","Mist","32.575",37,"15.0013",571,"Sleep time"
"2011-12-08","spring","Not holiday","2","Not workday","Mist","31.82",42,"12.998",461,"Sleep time"
"2011-12-08","spring","Not holiday","3","Not workday","Mist","31.06",47,"12.998",352,"Sleep time"
"2011-12-08","spring","Not holiday","4","Not workday","Mist","31.06",50,"15.0013",290,"Sleep time"
"2011-12-08","spring","Not holiday","5","Not workday","Clear","31.06",53,"19.9995",280,"Sleep time"
"2011-12-08","spring","Not holiday","6","Not workday","Clear","31.06",53,"19.9995",183,"Sleep time"
"2011-12-08","spring","Not holiday","7","Not workday","Clear","26.515",56,"8.9981",148,"Work time"
"2011-12-08","spring","Not holiday","8","Not workday","Clear","26.515",60,"11.0014",88,"Work time"
"2011-12-08","spring","Not holiday","9","Not workday","Clear","26.515",56,"6.0032",74,"Work time"
"2011-12-08","spring","Not holiday","10","Not workday","Clear","25.76",64,"7.0015",28,"Work time"
"2011-12-08","spring","Not holiday","11","Not workday","Clear","25.76",64,"6.0032",18,"Work time"
"2011-12-08","spring","Not holiday","12","Not workday","Clear","25.76",68,"8.9981",17,"Work time"
"2011-12-08","spring","Not holiday","13","Not workday","Clear","25",72,"7.0015",23,"Work time"
"2011-12-08","spring","Not holiday","14","Not workday","Clear","25",72,"6.0032",48,"Work time"
"2011-12-08","spring","Not holiday","15","Not workday","Clear","26.515",68,"16.9979",119,"Work time"
"2011-12-08","spring","Not holiday","16","Not workday","Clear","26.515",68,"11.0014",274,"Work time"
"2011-12-08","spring","Not holiday","17","Not workday","Clear","27.275",64,"0",436,"After work time"
